Locality,City,Type,Months,Year,Price Range,Min_Price,Max_Price,Average Price,Q-o-Q,QOQ_missing
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,13139-20940,13139,20940,17040,1,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,13011-20581,13011,20581,16796,3,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,13224-21245,13224,21245,17234,8,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,12881-19024,12881,19024,15953,5,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,13385-20172,13385,20172,16778,1,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,13244-19900,13244,19900,16572,4,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,12634-19255,12634,19255,15944,4,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,12598-20463,12598,20463,16530,1,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,13514-19949,13514,19949,16732,2.5,1
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,13329-20157,13329,20157,16743,4,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,13248-18836,13248,18836,16042,2,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,12969-18530,12969,18530,15750,1,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,12936-18885,12936,18885,15911,2,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,13070-19306,13070,19306,16188,1,0
Lal Bahadur Shastri Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,13183-19461,13183,19461,16322,3,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,25338-42019,25338,42019,33679,11,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,23657-36810,23657,36810,30233,8,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,25503-40003,25503,40003,32753,5,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,25362-43409,25362,43409,34386,2,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,26236-44139,26236,44139,35187,6,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,25767-40370,25767,40370,33068,1,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,25126-40532,25126,40532,32829,4,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,24441-38947,24441,38947,31694,5,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,23640-36904,23640,36904,30272,9,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,25938-40297,25938,40297,33117,2,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,25314-42218,25314,42218,33766,10,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,22295-38946,22295,38946,30621,1,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,22444-38009,22444,38009,30226,5.5,1
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,22526-38872,22526,38872,30699,9,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,26185-41178,26185,41178,33681,4,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,23718-41035,23718,41035,32376,8,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,22113-37571,22113,37571,29842,3,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,22415-38844,22415,38844,30630,9,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,21273-34923,21273,34923,28098,1,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,21921-34830,21921,34830,28376,1,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,22812-34360,22812,34360,28586,5,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,24908-35408,24908,35408,30158,2,0
Lal Baug,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,22813-36554,22813,36554,29684,2,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,28138-51335,28138,51335,39736,-1.8,1
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,29167-51724,29167,51724,40446,6,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,28804-47261,28804,47261,38032,3,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,26899-46825,26899,46825,36862,10,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,23832-43086,23832,43086,33459,6.5,1
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,23500-42800,23500,42800,33150,1,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,23200-42500,23200,42500,32850,1,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,22800-42200,22800,42200,32600,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,22500-41800,22500,41800,32400,1,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,22200-41500,22200,41500,32200,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,21800-41100,21800,41100,32000,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,21500-40800,21500,40800,31800,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,21200-40500,21200,40500,31600,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,20900-40200,20900,40200,31400,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,20600-39900,20600,39900,31200,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,20300-39600,20300,39600,31000,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,20000-39300,20000,39300,30800,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,19800-39000,19800,39000,30600,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,19600-38800,19600,38800,30400,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,19400-38500,19400,38500,30200,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,19200-38200,19200,38200,30000,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,19000-37900,19000,37900,29800,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,18800-37600,18800,37600,29600,0.5,0
Lamington Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,18600-37300,18600,37300,29400,0.5,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,15340-25558,15340,25558,20449,6,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,14938-23754,14938,23754,19346,1,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,15075-23059,15075,23059,19067,6,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,14278-21581,14278,21581,17930,4,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,13892-20474,13892,20474,17183,2,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,13652-20114,13652,20114,16883,3,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,13772-20946,13772,20946,17359,7,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,14051-23245,14051,23245,18648,2,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,15371-22833,15371,22833,19102,2,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14843-22783,14843,22783,18813,1,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,15039-22170,15039,22170,18604,6,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,14722-20318,14722,20318,17520,8,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,15097-22859,15097,22859,18978,4,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,14400-22500,14400,22500,18450,2,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,13950-22300,13950,22300,18050,1,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,13500-22100,13500,22100,17800,2,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,13275-21800,13275,21800,17600,3,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,13000-21500,13000,21500,17200,2,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,13275-18534,13275,18534,15905,0,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,13000-18200,13000,18200,15800,1,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,12800-18000,12800,18000,15400,2,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,12600-17800,12600,17800,15200,2,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,12500-17600,12500,17600,15000,1,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,12300-17400,12300,17400,14800,1,0
Liberty Garden,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,12200-17200,12200,17200,14600,1,0
Link Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,14482-25476,14482,25476,19979,3,0
Link Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,14071-24800,14071,24800,19436,1,0
Link Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,13932-24599,13932,24599,19266,6,0
Link Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,13163-23234,13163,23234,18199,3.5,1
Linking Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,23594-43664,23594,43664,33629,0.1,0
Linking Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,23368-43809,23368,43809,33589,7,0
Linking Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,21839-40674,21839,40674,31256,6,0
Linking Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,20415-38661,20415,38661,29538,3,0
Linking Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,19937-37257,19937,37257,28597,1,0
Linking Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,20151-37688,20151,37688,28919,2,1
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,23023-36378,23023,36378,29700,1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,22674-35987,22674,35987,29330,5,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,21344-34532,21344,34532,27938,3,1
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,21329-34500,21329,34500,27914,1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,21311-33968,21311,33968,27639,4,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,20377-32868,20377,32868,26623,1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,20809-33211,20809,33211,27010,1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,21102-33344,21102,33344,27223,0.2,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,21267-33273,21267,33273,27270,4,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,20517-31972,20517,31972,26245,0.5,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,20431-32303,20431,32303,26367,0.4,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,20695-31836,20695,31836,26265,2,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,20430-31086,20430,31086,25758,0.1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,20255-31330,20255,31330,25792,2,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,19820-30988,19820,30988,25404,0.5,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,20129-30436,20129,30436,25283,0.4,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,19779-30604,19779,30604,25191,0.45,1
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,19961-30421,19961,30421,25191,0.3,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,19943-30576,19943,30576,25259,1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,19490-30401,19490,30401,24945,2,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,19990-30704,19990,30704,25347,1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,19562-30618,19562,30618,25090,1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,19947-30717,19947,30717,25332,0.2,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,20108-30479,20108,30479,25293,1,0
Lokhandwala Complex Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,20233-30710,20233,30710,25472,0.4,0
Lokhandwala Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,14517-22376,14517,22376,18446,4,0
Lokhandwala Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,13971-21582,13971,21582,17776,4,1
Lokhandwala Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,14096-21485,14096,21485,17790,1,0
Lokhandwala Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,13644-21503,13644,21503,17574,2.5,1
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,14521-22378,14521,22378,18449,3,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,14014-21638,14014,21638,17826,3,1
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,14152-21515,14152,21515,17833,2,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,13553-21465,13553,21465,17509,1,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,13618-21863,13618,21863,17740,3,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,13638-20934,13638,20934,17286,3,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,13506-20155,13506,20155,16831,1,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,13540-20620,13540,20620,17080,0.4,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,13404-20609,13404,20609,17006,2,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,13258-20117,13258,20117,16687,3,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,12845-19661,12845,19661,16253,1,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,13065-19123,13065,19123,16094,5,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,12588-18142,12588,18142,15365,5,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,12523-16746,12523,16746,14634,1,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,11919-17168,11919,17168,14543,1,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,11909-16938,11909,16938,14424,3,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,11497-16604,11497,16604,14051,0.4,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,11410-16799,11410,16799,14104,0.2,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,11665-16597,11665,16597,14131,1,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,11777-16776,11777,16776,14276,2,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,11836-17326,11836,17326,14581,2,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,11599-16948,11599,16948,14273,0.3,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,11460-17009,11460,17009,14235,2,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,11332-16627,11332,16627,13980,2,0
Lokhandwala Township Kandivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,11092-16209,11092,16209,13651,2,0
Lokmanya Tilak Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,14264-24863,14264,24863,19563,7,0
Lokmanya Tilak Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,13265-23138,13265,23138,18202,7,1
Lokmanya Tilak Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,23986-38968,23986,38968,31477,0.2,0
Lokmanya Tilak Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,23844-39241,23844,39241,31543,2,0
Lokmanya Tilak Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,24555-39738,24555,39738,32146,1,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,29073-51982,29073,51982,40527,6,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,27841-48412,27841,48412,38126,6,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,26176-45612,26176,45612,35894,2,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,26102-47167,26102,47167,36634,2,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,27029-47708,27029,47708,37368,6,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,25208-45510,25208,45510,35359,6,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,23735-42701,23735,42701,33218,4,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,25191-43899,25191,43899,34545,8,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,23437-40721,23437,40721,32079,2,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,24270-41098,24270,41098,32684,2,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,23899-40332,23899,40332,32115,3,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,23296-39034,23296,39034,31165,2.5,1
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,23104-39248,23104,39248,31176,2,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,24142-39567,24142,39567,31855,1,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,24443-39964,24443,39964,32204,8,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,22787-37022,22787,37022,29904,0.2,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,22992-36727,22992,36727,29859,4,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,23828-38543,23828,38543,31185,2,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,24187-37111,24187,37111,30649,3,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,24202-39641,24202,39641,31921,5,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,25065-41820,25065,41820,33442,7,0
Lower Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,23689-38840,23689,38840,31265,2,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,30210-52919,30210,52919,41565,1,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,30843-53379,30843,53379,42111,4,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,29382-51383,29382,51383,40382,0.2,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,29211-51399,29211,51399,40305,1,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,29707-51579,29707,51579,40643,4,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,27716-50331,27716,50331,39024,13,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,25511-43489,25511,43489,34500,3,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,25115-42197,25115,42197,33656,6,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,23383-40175,23383,40175,31779,1,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,23824-40419,23824,40419,32122,4,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,22742-39189,22742,39189,30966,3,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,23050-37342,23050,37342,30196,3.5,1
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,22210-38175,22210,38175,30193,3,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,22099-40082,22099,40082,31091,3,0
Lower Parel West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,24451-39489,24451,39489,31970,3,1
Magathane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,15984-26379,15984,26379,21182,4,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,15021-25770,15021,25770,20395,8,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,13443-24372,13443,24372,18908,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,14147-24177,14147,24177,19162,2,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,14031-23471,14031,23471,18751,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,14272-23774,14272,23774,19023,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,14348-23349,14348,23349,18849,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,14361-23557,14361,23557,18959,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,14633-22883,14633,22883,18758,4,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14277-21881,14277,21881,18079,3,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,14617-22571,14617,22571,18594,3.5,1
Magathane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,14630-22574,14630,22574,18602,3,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,14516-21656,14516,21656,18086,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,14433-22246,14433,22246,18339,6,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,14182-20433,14182,20433,17308,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,14365-19745,14365,19745,17055,0.2,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,14106-19949,14106,19949,17028,4,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,14167-18698,14167,18698,16432,4,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,14238-19847,14238,19847,17043,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,14203-20184,14203,20184,17193,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,14406-20218,14406,20218,17312,2,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,13935-20057,13935,20057,16996,1,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,14019-19633,14019,19633,16826,2,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,13898-19086,13898,19086,16492,4,0
Magathane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,13030-18705,13030,18705,15867,1,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,8379-14342,8379,14342,11360,4,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,8329-13588,8329,13588,10958,6,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,7857-12870,7857,12870,10363,4,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,7770-12100,7770,12100,9935,7,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,7411-11213,7411,11213,9312,4,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,7630-10360,7630,10360,8995,5.5,1
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,7514-10567,7514,10567,9040,0.3,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,7485-10647,7485,10647,9066,3,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,7433-11300,7433,11300,9366,1,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,7587-11291,7587,11291,9439,2,0
